id,prediction,target,bleu-1,bleu-4,url
829,"A man is a tennis dog in a dog of food .","A girl holding a hot dog and a cup of juice .",0.840896415254,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000388974.jpg
865,"A man in on on the middle . a water .","A woman paddle board in the water near the beach .",0.821096743669,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000476709.jpg
901,"A man is woman son are on . a outdoor .","A mom and her kids ride together on an elephant .",0.722656881146,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000457907.jpg
937,"A people are standing on a table table . a table .","Two people are sitting at a picnic table by a lake .",0.461736630944,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000173997.jpg
973,"A man with in with food and to a table of a .","A cloth covered plate of donuts next to a glass of milk .",0.423117854161,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000213525.jpg
1009,"A are a horses on a bench white . a water","People and their stuff on a little boat in the ocean",0.367205626989,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000508101.jpg
1045,"A man street dog is over to catch a hurdle ball .","A wet brown dog jumps up to get a white basketball .",0.803428418945,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/719837187_3e7bf1d472.jpg
1081,"A dogs are on a side in a man","Two men sitting on the rails of a truck",0.686589047969,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000107650.jpg
1117,"A man of people standing standing a a outdoor table table .","A group of people are putting on an elaborate theatrical performance .",0.417226144861,0.0,data/datasets/Flickr30k/flickr30k-images/3749668646.jpg
1,"A in a standing a with","Dog and cow in field .",0.638943104246,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/3265209567_b3b9c8e0fe.jpg
38,"A man with flying in in a airport #START# sky .","A kite is flying outside of an asian looking building .",0.722656881146,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000081248.jpg
75,"A people in up a a a bikes .","Several vehicles pulled over to launch their airplanes .",0.57735026919,0.0,data/datasets/Flickr30k/flickr30k-images/4491975570.jpg
112,"A man with a walls toilet and a . .","A bathroom with green painted walls and toiletries displayed .",0.840896415254,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000423165.jpg
149,"A man is a beach with to catch a kite","a man at the beach trying to fly a kite",0.508132748155,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000395843.jpg
186,"A man of of food and on a table .","A bowl full of oranges sitting on a counter .",0.485491771707,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000068059.jpg
223,"A man in on to a woman holding a skateboard court .","A man standing next to a woman on a tennis court .",0.406379828201,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000118447.jpg
260,"A man and bus is down a street lot .","A red trolley car driving down a parking lot .",0.57735026919,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000082846.jpg
297,"A are walking a man flying a skis .","People are watching a movie on their laptop .",0.759835685652,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000290689.jpg
334,"A old of food animals bears are on a .","An assortment of stuffed teddy bears sits on display .",0.795270728767,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000499631.jpg
371,"A man and train traveling down a cars .","A yellow commuter train traveling past some houses .",0.485491771707,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000408863.jpg
408,"A man of people standing around a of a building truck .","A group of people gather in front of a red house .",0.549100486776,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/2877503811_4e311253ec.jpg
445,"A man girl is a camera of a mouth man","A little baby holds the head of his older brother",0.668740304976,0.0,data/datasets/Flickr30k/flickr30k-images/1417941060.jpg
482,"A and on food a variety and a men are","Bread is shared between a man and two women .",0.668740304976,0.0,data/datasets/Flickr30k/flickr30k-images/6944520638.jpg
519,"A large clock plane tower in over a building street","A giant massive clock tower towering over a city .",0.485491771707,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000372914.jpg
556,"A in in a with a red in a woman bag .","Man standing in hallway with a woman and a travel bag .",0.631555237179,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000094599.jpg
593,"A giraffe is of been kinds and it table of","The donuts all have decorative frosting on the top .",0.0,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000053892.jpg
630,"A man player is swinging to the . hit a .","A tennis player is ready for action to take place .",0.461736630944,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000407909.jpg
667,"A man of with a bathroom room room .","A made bed in a nicely furnished bedroom .",0.759835685652,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000052232.jpg
704,"A man is in a beach holding a man umbrella umbrella umbrella . .","A woman standing on the sidewalk with a huge , colorful tie on .",0.680374933317,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000187791.jpg
741,"A man is a red shirt is standing on a cell . lap .","A child in a red shirt is sitting on his father 's shoulders .",0.204480073602,0.0909090909091,data/datasets/Flickr30k/flickr30k-images/4940783819.jpg
778,"A close with a food and vegetables on on on","a table with assorted fruit and veggies sitting all together",0.740082804492,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000417144.jpg
815,"A man in a a white shirt suit and riding shorts . skiing . .","A man , wearing a black wet suit while wind surfing , points ahead .",0.392814650901,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000227230.jpg
852,"A man in a blue shirt white shirt is a blue of people walking .","A man in a red and black robe with a group of people outside .",0.210236936833,0.0833333333333,data/datasets/mscoco/val2014/COCO_val2014_000000482784.jpg
889,"A man in a a skateboard in in the air .","A man riding on a wave runner in the ocean .",0.574707864517,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000356494.jpg
926,"A man and airplane and white airplane #START# .","A brightly colored purple and pink floral tie .",0.759835685652,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000134807.jpg
963,"A and white is on a bathroom seat","Grey long-haired cat resting in a #START# .",0.594603557501,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000460505.jpg
1000,"A man #START# #START# #START# AND THE TABLE TABLE THE","A #START# OF DIFFERENT VEGETABLES ON A BED OF #START#",0.740082804492,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000555387.jpg
1037,"A man in a woman are sitting down to a motorcycle sign .","A man and a woman are walking next to a stop sign .",0.402414672829,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000137479.jpg
1074,"A man group is a blue in by trees people .","A large bull by a calf surrounded by many birds .",0.776545355504,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000166287.jpg
1111,"A man with with a stove and with a blue of flowers . it","a kitchen table with a black vase with a lot of flowers in it",0.582823395415,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000523818.jpg
1148,"A players on the snowy in","Dirt bikers on a trail .",0.638943104246,0.0,data/datasets/Flickr30k/flickr30k-images/3104400277.jpg
1,"A man is the street of and a 's down it side . .","The car leaves a dust trail as it goes around the dirt track .",0.731110445709,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/3578841731_f775cab089.jpg
39,"A man computer sitting and a and keyboard on .","A laptop computer keyboard below it 's monitor screen .",0.795270728767,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000489793.jpg
77,"A man is down a street street with a people buses .","A truck driving on a crowded street past several parked cars .",0.759835685652,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000301634.jpg
115,"A men are in a a grass in trees .","Two horses standing on lush green grass with trees .",0.427287006396,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000384465.jpg
153,"A man and is down a tracks tracks","A black train going down the train track",0.707106781187,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000409241.jpg
191,"A man in on on a steps of luggage","a man laying down on some kind of bed",0.816496580928,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000355143.jpg
229,"A man is a shirt with and holding a large . .","A woman in blue rain boots is eating a sandwich outside .",0.759835685652,0.0,data/datasets/Flickr30k/flickr30k-images/4564825449.jpg
267,"A are the a of on a . .","Cars bumper to bumper stuck in city traffic .",0.57735026919,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000454661.jpg
305,"A man of people people with on a beach of . a white .","A group of animated characters standing on the front lawn of a home .",0.80910671157,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000050324.jpg
343,"A kitchen of a train on a side way of . . . . bus","the back of a bus from the San #START# County Transit District on a highway",0.467137977728,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000562708.jpg
381,"A man in a woman are a and","A man and a girl in bed .",0.546632556965,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/1770036088_08abe4f6e9.jpg
419,"A in a and tie with on on a of a room","Man in shirt and tie leaning back in chain in office .",0.388272677752,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000443426.jpg
457,"A man is standing down in dogs . the grass .","A woman is walking her two dogs on the beach .",0.821096743669,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000033405.jpg
495,"A man is in the next a street street .","A bus stuck in traffic on a busy highway .",0.795270728767,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000017207.jpg
533,"A old is a street with the of a building .","An elephant crossing the road in front of a car .",0.436683544285,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000555472.jpg
571,"A is a and and and a and a table . a .","Hotdog with pickles , onions and mustard on a bun on foil .",0.693097728618,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000063290.jpg
609,"A man in a red is","A man in a bar .",0.508132748155,0.333333333333,data/datasets/Flickr30k/flickr30k-images/2217728745.jpg
647,"A man is a baseball on a beach .","A woman catches a wave on a surfboard .",0.51334504804,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000042944.jpg
685,"A man of people animals bears sitting a kitchen .","a group of stuffed teddy bears in a display case",0.740082804492,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000352445.jpg
723,"A are walking a conversation to to the air .","People are having a good time in the dark .",0.795270728767,0.0,data/datasets/Flickr30k/flickr30k-images/4685841381.jpg
761,"A man large building with a clock clock on .","A very old building has a large clock tower .",0.880111736793,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000079588.jpg
799,"A man in a trick on a skateboard board .","A guy doing a trick on a surf board .",0.324667915475,0.142857142857,data/datasets/mscoco/val2014/COCO_val2014_000000221433.jpg
837,"A giraffe and is a red clock bear sitting it . back .","A blue car with a small teddy bear on it 's bumper .",0.78751106211,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000323919.jpg
875,"A people of sitting with and in on a cell .","Two photos are presented white people talking on their phone .",0.722656881146,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000341712.jpg
913,"A man of people people on down a snow .","A group of three rams going through the grass .",0.740082804492,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000031993.jpg
951,"A old view of a man at a arms . .","An overhead view shows a batter with his bat outstretched .",0.722656881146,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000233348.jpg
989,"A man truck meter with shown in the street .","A no parking sign is shown on a post .",0.740082804492,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000421558.jpg
1027,"A man people standing standing in the grass field grass grass","a few zebra are out in the open eating some hay",0.367205626989,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000068933.jpg
1065,"A man that a toilet of a window of a . a car","a mirror on the wall showing a reflection of train and a wall",0.744781978988,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000264957.jpg
1103,"A old man is standing on a bench in","An elderly man is sitting on a bench .",0.415350923721,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/446286714_dcec7f339e.jpg
1141,"A man is in the beach and being big","The kite flying on the beach is very organized",0.451801001805,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000421865.jpg
1179,"A man in a tennis in a hand hand .","A woman holding a drink in her right hand .",0.485491771707,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000449400.jpg
1,"A man white is a different of and the .","The large building has many glass windows on it .",0.56234132519,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000547597.jpg
40,"A people people signs are sitting a table . a laptop .","Some old metal objects are on a table with a rope .",0.441162935932,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000282841.jpg
79,"A man in a red suit is riding a a skateboard .","A man wearing a wet suit while riding on a surfboard .",0.479878206669,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000152530.jpg
118,"A man is riding and he red he man is","The snowboard is almost as big as the snowboarder .",0.56234132519,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000484485.jpg
157,"A man and white train on parked on front parking .","A yellow and blue bus is parked in a lot .",0.776545355504,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000350309.jpg
196,"A man #START# is down in man . a umbrella .","A #START# child walking done a sidewalk holding an umbrella .",0.461736630944,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000183374.jpg
235,"A plate of pizza on on a table table .","A piece of pottery sitting on a work table .",0.604275079471,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000166142.jpg
274,"A man airplane in standing a . a zoo of a road .","A horned animal is eating weeds at the side of the road .",0.400160160192,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000420702.jpg
313,"A IS A PICTURE OF A #START# A #START# THE TABLE GAME #START# THE GAME","THIS IS A PHOTO OF TWO #START# #START# ON A FEW #START# OF A TREE",0.525381978885,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000456486.jpg
352,"A of a laptop holding a outdoor in a glasses .","Closeup of a man at an event with formal attire .",0.406379828201,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/3091962081_194f2f3bd4.jpg
391,"A man is wearing a kite in the water .","The man is flying his kite in the field .",0.397635364384,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000004688.jpg
430,"A man is a women are a a water","A woman and two children paddling through the ocean",0.57735026919,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000251250.jpg
469,"A men are on a table with to a window of food .","Two bananas sitting on a floor next to a pile of #START# .",0.526640387848,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000563920.jpg
508,"A people are in a at a kitchen .","6 people gather and socialize in a kitchen .",0.415350923721,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000262476.jpg
547,"A man man is in the water . a frisbee . the mouth .","A blond dog runs in the grass holding a stick in its mouth .",0.50673098929,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/2394763838_99d1435b85.jpg
586,"A man is a and up a a frisbee .","A girl in black high kicks over a jack-o-lantern .",0.740082804492,0.0,data/datasets/Flickr30k/flickr30k-images/2991575785.jpg
625,"A man man is a baseball bat a on a field .","A young man pitching a baseball while standing on a field .",0.270919885468,0.111111111111,data/datasets/mscoco/val2014/COCO_val2014_000000040886.jpg
664,"A man and white cat sitting a hat and in a chair .","A grey and white puppy wearing a bandana stands on a skateboard .",0.442850014269,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000323602.jpg
703,"A man desk with is a laptop monitor a of","A work desk that holds a computer on top .",0.740082804492,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000217269.jpg
742,"A food food food sitting a kitchen vase with","Assorted colored plastic flowers in a white vase .",0.686589047969,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000066011.jpg
781,"A man is holding on on a bench with . at of a cell .","A boy is sitting up on a window ledge looking out at a plane .",0.427287006396,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000414917.jpg
820,"A man plate is a man of a .","A metal suitcase and a couple of boxes .",0.816496580928,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000535050.jpg
859,"A are many people types of food on a table .","There are many different types of pizza on the plates .",0.574707864517,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000039976.jpg
898,"A are on a of a trees on","Pigeon standing in front of multi clock artwork",0.594603557501,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000526756.jpg
937,"A man is a gear of and is a surfboard .","A person in worn out blue sneakers with a skateboard .",0.722656881146,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000297442.jpg
976,"A man with sitting up a laptop of and","A table is set with a full dinner .",0.759835685652,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000076384.jpg
1015,"A man is a skateboard on the park . .","A person riding a motorcycle in a cow pasture .",0.740082804492,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000403432.jpg
1054,"A giraffe giraffe is is sitting on a bathroom .","A large flower that is placed in a vase .",0.795270728767,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000556005.jpg
1093,"A man country skier in a snowy . a slope","A cross country skier climbing a mountain on his skis",0.459149769332,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000381416.jpg
1132,"A sitting on in a laptop umbrella and . . head .","Cat sitting up with a fake tie around it 's neck .",0.707106781187,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000131938.jpg
1171,"A man truck plane with a and a . .","A semi private restroom with toilet and privacy blinders .",0.795270728767,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000388298.jpg
1210,"A man with on top of a table of a table .","A pizza sitting on top of a pan over a stove .",0.243841831934,0.111111111111,data/datasets/mscoco/val2014/COCO_val2014_000000428812.jpg
1,"A people are down a street of by to a building . a road .","Two people walking along a side walk next to a train on the tracks .",0.392814650901,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000566524.jpg
41,"A man and with a #START# and it kitchen .","A silver refrigerator with digital display in a kitchen .",0.485491771707,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000190395.jpg
81,"A man of people benches in a other in . . building .","A row of picnic benches and coca cola umbrellas outside a restaurant .",0.78751106211,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000389255.jpg
121,"A man of people standing are sitting a water of a white .","A couple of men that are in the back of a train .",0.442850014269,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000543676.jpg
161,"A are a in a on a table . market .","People and dishes from cake at a children 's party .",0.652994205726,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000261116.jpg
201,"A man in a are a trick trick . .","A man and women performing a complicated dance routine .",0.459149769332,0.0,data/datasets/Flickr30k/flickr30k-images/3994519104.jpg
241,"A man of people sitting a with a in at them .","A number of birds in cages with people looking at them .",0.331807740284,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000432330.jpg
281,"A man standing in a field next to a tree .","A giraffe standing in a park next to a rock .",0.504238723687,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000274331.jpg
321,"A in in a with of with a kite","man standing in water off shore flying a kite",0.451801001805,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000430529.jpg
361,"A man is in the water .","A dog swims through deep water .",0.516973153957,0.0,data/datasets/Flickr30k/flickr30k-images/2785115802.jpg
401,"A man in is a tennis bat on the hand","a man that has a baseball bat in his hand",0.840896415254,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000525705.jpg
441,"A man is sitting a baby eaten doughnut doughnut .","A woman is holding a half a long sandwich .",0.795270728767,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000540288.jpg
481,"A man is a hair on to a water of a cat","A woman with her head next to the face of a horse",0.417226144861,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000073503.jpg
521,"A man and is down a parking lot","a blue bus driving through a green light",0.594603557501,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000118710.jpg
561,"A man tennis player is the on a court .","A female tennis player in action on the court .",0.628016973396,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000278323.jpg
601,"A large of people are a field with trees in the background","a number of animals on a field with mountains in the background",0.453840787301,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000264506.jpg
641,"A man is is parked on a parking .","A motorcycle that is parked in a field .",0.51334504804,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000262161.jpg
681,"A man girl is playing with a tennis ball .","A little boy is playing with a purple frisbee .",0.290715368484,0.142857142857,data/datasets/mscoco/val2014/COCO_val2014_000000261036.jpg
721,"A man is running at the small in a bathroom .","A dog is looking at a woman in the kitchen .",0.893153981807,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000374990.jpg
761,"A man white women are a beach playing a kite .","Adult and two children on the beach flying a kite .",0.299822138934,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000497299.jpg
801,"A is a man dog with a a bathroom white bathroom","there is a small bed inside of a very small room",0.406379828201,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000246928.jpg
841,"A man is over the hurdle with .","A dog jumps off a tree stump .",0.707106781187,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/3325910784_5ecb88310c.jpg
881,"A man in in a in a . front .","Adult men sitting on bench on sidewalk in city .",0.668740304976,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000209782.jpg
921,"A man is a trick on on . . the air . .","One biker doing a stunt while onlookers watch in the far corner .",0.693097728618,0.0,data/datasets/Flickr30k/flickr30k-images/5513727638.jpg
961,"A people are standing a a . in . .","Three people are playing in snow covered city streets .",0.459149769332,0.0,data/datasets/Flickr30k/flickr30k-images/154864542.jpg
1001,"A man is riding down a snowy slope .","A skier is skiing on a metal beam .",0.816496580928,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000051938.jpg
1041,"A is of a people types to the .","This photo has four different #START# in it .",0.57735026919,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000384993.jpg
1081,"A man is on skateboard in the ramp .","A skateboarder balances his skateboard on a railing .",0.816496580928,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000402723.jpg
1121,"A of with being in food and vegetables . them .","#START# waffles are covered with bananas and side of bacon .",0.776545355504,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000331339.jpg
1161,"A man plate with with lots of different .","A metal blender filled with lots of food .",0.375311926875,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000107167.jpg
1201,"A man white is on top of a tree field .","A giant elephant laying on top of a dirt ground .",0.259653588934,0.125,data/datasets/mscoco/val2014/COCO_val2014_000000206876.jpg
1241,"A man group room with a furniture and the floor","A large living area with some mats on the floor",0.459149769332,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000038875.jpg
1,"A man with a vegetables are on a table board .","A sandwich and other foods are on a cutting board .",0.367205626989,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000577385.jpg
42,"A is a man animal in a table table","There is a stuffed bear on a white floor",0.451801001805,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000106330.jpg
83,"A is a man in a and on a bench . the phone .","there is a man with glasses sitting on the floor on a lap top",0.301304048928,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000488086.jpg
124,"A man is a , a in in the","The bathroom features #START# and high cost finishes .",0.0,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000041839.jpg
165,"A of and white are sitting up on a . a room .","Bottles , and glasses are lined up on shelves in a bar .",0.442850014269,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000117719.jpg
206,"A man is in ready a a ball ball","A pitcher caught just after throwing a baseball .",0.686589047969,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000154139.jpg
247,"A girl in out a pizza on a table screen .","Little girl blowing out a candle on a fancy dessert .",0.574707864517,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000376295.jpg
288,"A man man is on front of a building . of food .","A young boy standing in front of a refrigerator full of bottles .",0.289178493323,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000279078.jpg
329,"A man and of pizza with on to a side of a building .","A blue piece of luggage sitting up against the side of a building .",0.289178493323,0.181818181818,data/datasets/mscoco/val2014/COCO_val2014_000000265108.jpg
370,"A in a with on on the the . a .","Man on street motorcycle point at in direction of camera .",0.722656881146,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000091636.jpg
411,"A people are in a of a building . the city .","Five students stand in front of a whiteboard in a classroom .",0.524634102286,0.0,data/datasets/Flickr30k/flickr30k-images/4328445479.jpg
452,"A man group is over the blue sky blue sky .","A large hawk flying through a purple and orange sky .",0.406379828201,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000495852.jpg
493,"A man bathroom and is a red dog . a mouth .","A dark blue parrot holding a gray lizard in its mouth .",0.417226144861,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000371256.jpg
534,"A man sign is being the side . . . building . .","The STOP sign is above the Walk Bicycle #START# the Road sign .",0.400160160192,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000478250.jpg
575,"A man in a a . to a .","Elderly woman paying for hair conditioner and shampoo .",0.57735026919,0.0,data/datasets/Flickr30k/flickr30k-images/197025804.jpg
616,"A man with sitting on on a table .","A sandwich is cut sitting on a plate .",0.610473583581,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000417608.jpg
657,"A people are in a field .","Two dogs running in a field .",0.411133616901,0.25,data/datasets/Flickr8k/Flickr8k_Dataset/3276895962_c053263d01.jpg
698,"A man in a is a game game . a of a mirror crowd .","A woman in jeans plays a video game in front of a large screen .",0.427287006396,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/2261962622_e9318a95eb.jpg
739,"A people are in a field . a and one . . . .","Four children running around a pole with red and white strips on top .",0.680374933317,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/2713554148_64cd465e71.jpg
780,"A man is a tennis and on a knife cake","A person holding a ham sandwich and a giant cookie",0.795270728767,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000261940.jpg
821,"A man is on on the of a window .","The cat sits directly in front of the television .",0.740082804492,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000297085.jpg
862,"A man is is a to a is down the the race .","The motorcycle rider makes sparks as he leans in for a turn .",0.626284496277,0.0,data/datasets/Flickr8k/Flickr8k_Dataset/2929405404_1dff5ab847.jpg
903,"A people are are standing in the grass . .","Some animals that are standing in the grass together .",0.411133616901,0.285714285714,data/datasets/mscoco/val2014/COCO_val2014_000000252216.jpg
944,"A people are a kitchen with a white of people . the","some kids in a bedroom with a lot of beds in it",0.417226144861,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000097592.jpg
985,"A boy tennis in the air for the skateboard .","Young male skateboarder displaying the design on his board .",0.668740304976,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000436696.jpg
1026,"A man of people standing in a field .","A group of sheep walking in a field .",0.330316431801,0.166666666667,data/datasets/mscoco/val2014/COCO_val2014_000000046418.jpg
1067,"A man and white photo of a man sign .","A black and white picture of a stop sign .",0.695015029722,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000519555.jpg
1108,"A man dog is out a water in to a tree . .","A brown bear peeking through the trees next to a watering hole .",0.400160160192,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000287219.jpg
1149,"A man of people dogs sitting a and a plate","a pack of hot dogs in beer on a table",0.795270728767,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000500871.jpg
1190,"A old is a in the city day","An individual enjoying itself on a sunny day",0.707106781187,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000388903.jpg
1231,"A man in as a of a and and and a hands .","A man smiles in front of floral print drapes with his Wii .",0.423117854161,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000572296.jpg
1272,"A are a field with a kite fly .","People on a beach and a pirate kite .",0.816496580928,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000292158.jpg
1,"A man boarder with a toilet tub and a .","A minimalistic bathroom with a sloping ceiling and skylight .",0.485491771707,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000014352.jpg
43,"A man group tower with a clock on the","A large bell tower with a clock on it",0.467137977728,0.333333333333,data/datasets/mscoco/val2014/COCO_val2014_000000299353.jpg
85,"A man in down the of a elephant . a sign . .","A man walking in front of an airport with a luggage cart .",0.442850014269,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000335814.jpg
127,"A man player is a bat at a game .","A baseball player taking a swing during a game .",0.359304111963,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000305632.jpg
169,"A of a in the air . on","#START# my #START# in the tattoo man .",0.481097729098,0.0,data/datasets/Flickr30k/flickr30k-images/3981715035.jpg
211,"A man of a and a on in a of street .","A view of cars and trucks parked along side a street .",0.461736630944,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000549943.jpg
253,"A man in holding to to a tennis racket","a man is reaching back with a tennis racket",0.354948105601,0.0,data/datasets/mscoco/val2014/COCO_val2014_000000398423.jpg
